Nº/Série;Data de Emissão;CNPJ Emitente;Emitente;CNPJ Destinatário;Destinatário;Categoria;Subcategoria;Produto;Unid. Medida;Quantidade;Valor Unitário;Valor Total
9617/001;06/09/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS EIRELI 1;11.289.929/0001-07;FUNDO MUNICIPAL DE SAUDE DE XEXEU;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL ETILICO 70%;UN;400.00;5.80;2,320.00
14901/001;15/10/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;10.113.710/0001-81;MUNICIPIO DE CABROBO;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL LIQUIDO 1L;UN;35.00;5.80;203.00
14900/001;15/10/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;10.113.710/0001-81;MUNICIPIO DE CABROBO;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL LIQUIDO 1L;UN;120.00;5.80;696.00
14973/001;21/10/2022;12.040.718/0001-90;GRADUAL COMERCIO E SERVICOS EIRELI;10.988.301/0001-29;INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL70% 1L P/FINS FARMAC. TOSCANO;LT;2,004.00;5.80;11,623.20
14680/001;29/09/2022;12.040.718/0001-90;GRADUAL COMERCIO E SERVICOS EIRELI;10.583.920/0001-33;HOSPITAL DO TRICENTENARIO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL70% 1L P/FINS FARMAC. TOSCANO;LT;480.00;5.80;2,784.00
2951/001;24/01/2023;27.650.356/0001-27;SO MEDICA MATERIAIS MEDICOS ODONTOLOGICOS E LAB;11.266.869/0001-07;FUNDO MUNICIPAL DE SAUDE DE INAJA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089419 - DESINFS.EMB.P/USO DOMISS.S/BROMOMET./BROMOCLOROMET.;ALCOOL ETILICO 70 1L;UNI;20.00;5.70;114.00
2950/001;24/01/2023;27.650.356/0001-27;SO MEDICA MATERIAIS MEDICOS ODONTOLOGICOS E LAB;11.266.869/0001-07;FUNDO MUNICIPAL DE SAUDE DE INAJA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089419 - DESINFS.EMB.P/USO DOMISS.S/BROMOMET./BROMOCLOROMET.;ALCOOL ETILICO 70 1L;UNI;50.00;5.70;285.00
2949/001;24/01/2023;27.650.356/0001-27;SO MEDICA MATERIAIS MEDICOS ODONTOLOGICOS E LAB;11.266.869/0001-07;FUNDO MUNICIPAL DE SAUDE DE INAJA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089419 - DESINFS.EMB.P/USO DOMISS.S/BROMOMET./BROMOCLOROMET.;ALCOOL ETILICO 70 1L;UNI;10.00;5.70;57.00
2948/001;24/01/2023;27.650.356/0001-27;SO MEDICA MATERIAIS MEDICOS ODONTOLOGICOS E LAB;11.266.869/0001-07;FUNDO MUNICIPAL DE SAUDE DE INAJA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089419 - DESINFS.EMB.P/USO DOMISS.S/BROMOMET./BROMOCLOROMET.;ALCOOL ETILICO 70 1L;UNI;20.00;5.70;114.00
10844/001;03/11/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;08.470.342/0001-87;FUNDO MUNICIPAL DE SAUDE DE ALTINHO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL ETILICO 70%;UN;100.00;5.70;570.00
13809/001;03/09/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;06.242.368/0001-42;FUNDO MUNICIPAL DE SAUDE;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL GEL 500ML;UN;60.00;5.69;341.40
2457/002;28/09/2022;26.889.181/0001-42;S D DE A FERREIRA & CIA LTDA;10.572.048/0003-90;HOSPITAL AGAMENON MAGALHAES;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70%;UN;20.00;5.68;113.60
2446/002;23/09/2022;26.889.181/0001-42;S D DE A FERREIRA & CIA LTDA;10.572.048/0003-90;HOSPITAL AGAMENON MAGALHAES;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;4,200.00;5.68;23,856.00
2444/002;22/09/2022;26.889.181/0001-42;S D DE A FERREIRA & CIA LTDA;10.572.048/0002-09;HOSPITAL DA RESTAURACAO;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;5,000.00;5.68;28,400.00
2443/002;21/09/2022;26.889.181/0001-42;S D DE A FERREIRA & CIA LTDA;10.572.048/0002-09;HOSPITAL DA RESTAURACAO;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;10,000.00;5.68;56,800.00
2429/002;15/09/2022;26.889.181/0001-42;S D DE A FERREIRA & CIA LTDA;10.572.048/0003-90;HOSPITAL AGAMENON MAGALHAES;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;5,600.00;5.68;31,808.00
10762/001;25/10/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;11.371.082/0001-05;FUNDO MUNICIPAL DE SAUDE DE CARUARU;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL 70%;UN;1,980.00;5.63;11,147.40
9513/001;02/09/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS EIRELI 1;11.371.082/0001-05;FUNDO MUNICIPAL DE SAUDE DE CARUARU;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL 70%;UN;1,680.00;5.63;9,458.40
12390/001;03/01/2023;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;11.371.082/0001-05;FUNDO MUNICIPAL DE SAUDE DE CARUARU;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL ETILICO 70% 1L;UN;1,980.00;5.63;11,147.40
7808/001;01/02/2023;38.014.290/0001-03;ISABEL CRISTINA MORAES MARINHO E CIA LTDA;11.209.720/0001-88;FUNDO MUN DE SAUDE DE AGUAS BELAS;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL 70% 1000ML - JALLES MACHADO;LITRO;200.00;5.62;1,124.00
7386/001;23/12/2022;38.014.290/0001-03;ISABEL CRISTINA MORAES MARINHO E CIA LTDA;10.373.890/0001-30;FUNDO MUN DE SAUDE DE SERTANIA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL 70% 1000ML - JALLES MACHADO;LITRO;200.00;5.62;1,124.00
6700/001;01/11/2022;38.014.290/0001-03;ISABEL CRISTINA MORAES MARINHO E CIA LTDA;11.209.720/0001-88;FUNDO MUN DE SAUDE DE AGUAS BELAS;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL 70% 1000ML - JALLES MACHADO;LITRO;300.00;5.62;1,686.00
6300/001;07/10/2022;38.014.290/0001-03;ISABEL CRISTINA MORAES MARINHO E CIA LTDA;10.287.373/0001-49;FUNDO MUNICIPAL DE SAUDE DE BETANIA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL 70% 1000ML - JALLES MACHADO;LITRO;100.00;5.62;562.00
6188/001;05/10/2022;38.014.290/0001-03;ISABEL CRISTINA MORAES MARINHO E CIA LTDA;11.209.720/0001-88;FUNDO MUN DE SAUDE DE AGUAS BELAS;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL 70% 1000ML - JALLES MACHADO;LITRO;400.00;5.62;2,248.00
5928/001;15/09/2022;38.014.290/0001-03;ISABEL CRISTINA MORAES MARINHO E CIA LTDA;11.209.720/0001-88;FUNDO MUN DE SAUDE DE AGUAS BELAS;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL 70% 1000ML - JALLES MACHADO;LITRO;350.00;5.62;1,967.00
5671/001;01/09/2022;38.014.290/0001-03;ISABEL CRISTINA MORAES MARINHO E CIA LTDA;11.209.720/0001-88;FUNDO MUN DE SAUDE DE AGUAS BELAS;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL 70% 1000ML - JALLES MACHADO;LITRO;200.00;5.62;1,124.00
13895/001;08/09/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.022.597/0002-72;FACULDADE DE CIENCIAS MEDICAS DE PERNAMBUCO;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70%;UN;100.00;5.60;560.00
13436/001;24/08/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.433.190/0001-57;POLICIA MILITAR- SDS;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70%;UN;125.00;5.60;700.00
3674/001;29/09/2022;17.238.558/0001-02;MASTER DISTRIBUIDORA DE PRODUTOS LTDA;11.043.981/0001-70;MUNICIPIO DE ALAGOINHA PREFEITURA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500G;UN;14.00;5.60;78.40
16348/001;19/12/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;09.753.781/0001-60;DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;1,500.00;5.60;8,400.00
16222/001;13/12/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;10.572.048/0021-71;HOSPITAL G. MIRUEIRA -SANATORIO PE ANTONIO MANOEL;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;450.00;5.60;2,520.00
15343/001;01/11/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.022.597/0003-53;FACULDADE DE ODONTOLOGIA DE PERNAMBUCO;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;960.00;5.60;5,376.00
15324/001;31/10/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.022.597/0013-25;HOSPITAL UNIVERSITARIO OSWALDO CRUZ;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;1,800.00;5.60;10,080.00
15323/001;31/10/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.022.597/0013-25;HOSPITAL UNIVERSITARIO OSWALDO CRUZ;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;3,000.00;5.60;16,800.00
15221/001;25/10/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.022.597/0012-44;CENTRO INTEG.DE SAUDE AMAURY DE MEDEIROS;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;2,000.00;5.60;11,200.00
14234/001;20/09/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;06.052.204/0001-52;AGENCIA ESTADUAL DE MEIO AMBIENTE;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;1,500.00;5.60;8,400.00
14168/001;19/09/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;10.572.113/0001-15;SECRETARIA DE DESENVOLVIMENTO ECONOMICO;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;35.00;5.60;196.00
13456/001;24/08/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.022.597/0013-25;HOSPITAL UNIVERSITARIO OSWALDO CRUZ;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;2,100.00;5.60;11,760.00
15847/001;15/12/2022;12.040.718/0001-90;GRADUAL COMERCIO E SERVICOS EIRELI;09.039.744/0001-94;FUNDACAO PROFESSOR MARTINIANO FERNANDES FGH;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL70% 1L P/FINS FARMAC. TOSCANO;LT;120.00;5.60;672.00
13900/001;08/09/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.097.292/0001-49;MUNICIPIO DE LIMOEIRO;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70%;UN;180.00;5.59;1,006.20
1706/001;10/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.300/0001-57;MUNICIPIO DE PASSIRA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL ETILICO 70% 1L;UN;15.00;5.59;83.85
1702/001;10/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.300/0001-57;MUNICIPIO DE PASSIRA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL ETILICO 70% 1L;UN;75.00;5.59;419.25
736167/001;13/10/2022;00.236.193/0001-84;CIRURGICA RECIFE COMERCIO LTDA;10.785.318/0001-89;FUNDO MUN DE SAUDE DE SAO BENEDITO DO SUL;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL 70% 1000ML - JALLES MACHADO;LITRO;72.00;5.55;399.60
10014/001;23/09/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;10.572.048/0005-51;SECRETARIA DE SAUDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL ETILICO 70%;UN;2,370.00;5.55;13,153.50
3813/001;30/01/2023;38.412.815/0001-50;INOVACAO DISTRIBUIDORA HOSPITALAR LTDA;11.267.979/0001-85;FUNDO MUNICIPAL DE SAUDE DE ARACOIABA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL ETILICO 70% C 1000ML (VP);FRA;100.00;5.52;552.00
3480/001;27/12/2022;38.412.815/0001-50;INOVACAO DISTRIBUIDORA HOSPITALAR LTDA;11.267.979/0001-85;FUNDO MUNICIPAL DE SAUDE DE ARACOIABA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL ETILICO 70% C 1000ML (VP);FRA;1,000.00;5.52;5,520.00
3742/001;18/01/2023;38.412.815/0001-50;INOVACAO DISTRIBUIDORA HOSPITALAR LTDA;11.267.979/0001-85;FUNDO MUNICIPAL DE SAUDE DE ARACOIABA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL ETILICO 70% C 1000ML (VP) JALLES;FRA;100.00;5.52;552.00
3239/001;06/12/2022;38.412.815/0001-50;INOVACAO DISTRIBUIDORA HOSPITALAR LTDA;11.267.979/0001-85;FUNDO MUNICIPAL DE SAUDE DE ARACOIABA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL ETILICO 70% C 1000ML (VP) JALLES;FRA;1,000.00;5.52;5,520.00
2708/001;31/10/2022;38.412.815/0001-50;INOVACAO DISTRIBUIDORA HOSPITALAR LTDA;11.267.979/0001-85;FUNDO MUNICIPAL DE SAUDE DE ARACOIABA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL ETILICO 70% C 1000ML (VP) JALLES;FRA;375.00;5.52;2,070.00
15330/001;01/11/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.504.633/0001-53;FUNDO MUNICIPAL DE SAUDE DE TRACUNHAEM;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70%;UN;200.00;5.50;1,100.00
15329/001;01/11/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;11.504.633/0001-53;FUNDO MUNICIPAL DE SAUDE DE TRACUNHAEM;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70%;UN;200.00;5.50;1,100.00
11851/001;15/12/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;10.131.720/0001-40;MUNICIPIO DE CAETES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL EM GEL;UN;4.00;5.50;22.00
11850/001;15/12/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;10.131.720/0001-40;MUNICIPIO DE CAETES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL EM GEL;UN;32.00;5.50;176.00
11849/001;15/12/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;10.131.720/0001-40;MUNICIPIO DE CAETES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL EM GEL;UN;36.00;5.50;198.00
10979/001;09/11/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;10.131.720/0001-40;MUNICIPIO DE CAETES;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL EM GEL;UN;170.00;5.50;935.00
277/009;06/12/2022;28.089.208/0001-48;FKS COMERCIO E DISTRIBUICAO EIRELI;10.572.071/1749-60;EREM HERCULANO BANDEIRA;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22071010 - ÁLCOOL ETÍLICO Ñ DESNATURADO C/TEOR DE ÁGUA =<1% VOL.;ALCOOL ETILICO 70%;UN;200.00;5.50;1,100.00
11453/001;30/11/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;11.097.383/0001-84;PREFEITURA MUNICIPAL DE PALDALHO;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL ETILICO 70%;UN;120.00;5.50;660.00
12016/001;20/12/2022;20.008.831/0001-17;VIVA DISTRIBUIDORA DE PRODUTOS LTDA;11.022.597/0012-44;CENTRO UNIVERSITARIO INTEG.DE SAUDE AMAURY DE MEDE;BEBIDAS, LÍQUIDOS ALCOÓLICOS E VINAGRES;22072019 - OUTROS ÁLCOOIS ETÍLICOS DESN.C/QUALQ.TEOR ALCOÓLICO;ALCOOL ETILICO 70% 1L;UN;3,000.00;5.50;16,500.00
474/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;7.00;5.50;38.50
473/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;7.00;5.50;38.50
472/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;7.00;5.50;38.50
471/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;5.00;5.50;27.50
470/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;5.00;5.50;27.50
469/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;5.00;5.50;27.50
468/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;6.00;5.50;33.00
467/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;6.00;5.50;33.00
466/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;6.00;5.50;33.00
465/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;6.00;5.50;33.00
464/001;21/12/2022;44.136.227/0001-34;SAO FRANCISCO COMERCIAL LTDA;11.040.896/0001-59;MUNICIPIO DE IPUBI;"PREPARAÇÕES à BASE DE CEREAIS, FARINHAS, AMIDOS, FÉCULAS OU LEITE; PRODUTOS DE PASTELARIA";19053100 - BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;ALCOOL LIQUIDO ETILICO HIDRATADO 70 INPM 1L;UN;5.00;5.50;27.50
