,Serie,Numero,DetalheItens
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1255.0, gasolina comum
0,1.0,1256.0,gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,1256.0, gasolina comum
0,1.0,10775.0,diesel s10
0,1.0,10779.0,diesel s10
0,1.0,10781.0,diesel s10
0,1.0,10782.0,diesel s10
0,890.0,1299467.0,kit tracao engrenagem eixo dianteiro caterpillar 416e
0,890.0,1302200.0,iphones 14 pro 128 gb roxo profundo - imei 351055821562260 e imei 3575882008458144
0,0.0,152417.0,chassi: 9882261sppkf00397 - motor: 463495081006256 - novo fiat toro volcano turbodiesel at9 - lotacao: 5
0,0.0,152503.0,cj cambio difer
0,0.0,152503.0, injetor do comb
0,0.0,152503.0, polia tensora d
0,0.0,152503.0, oleo cambio duc
0,0.0,152503.0, tensor correia
0,0.0,152503.0, polia tensora d
0,0.0,152503.0, correia
0,0.0,152503.0, elemento filtro
0,0.0,152503.0, elemento filtra
0,0.0,152503.0, adesivo anaerob
0,0.0,152503.0, lampada tubular
0,0.0,152503.0, jg aneis vedaca
0,1.0,564.0,bloco ceramico 9x19x29
0,1.0,564.0, areia fina
0,1.0,360.0,agua mineral 20lts cristalina
0,1.0,4816.0,pneu 18.4-30
0,1.0,4816.0, pneu 12.4-24
0,1.0,4817.0,pneu 19.5x24
0,1.0,4817.0, pneu 12.5/80 r18
0,1.0,618.0,mochila escolar educacao infantil
0,1.0,619.0,mochila escolar educacao infantil
0,1.0,620.0,mochila escolar educacao infantil
0,1.0,19251.0,oleo diesel b - s10 adit. petrobras grid
0,1.0,105536.0,pm2172-marcapasso cardiaco mdr
0,1.0,105536.0, pm2172-marcapasso cardiaco mdr
0,1.0,105536.0, pm2172-marcapasso cardiaco mdr
0,1.0,105536.0, pm2172-marcapasso cardiaco mdr
0,1.0,105536.0, pm2172-marcapasso cardiaco mdr
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,105536.0, tendril sts mri-eletrodo endocardico f.a
0,1.0,19268.0,oleo diesel b - s10 adit. petrobras grid
0,1.0,19269.0,oleo diesel b - s10 adit. petrobras grid
0,1.0,1257.0,oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,1.0,1257.0, oleo diesel b s10 comum
0,0.0,21430.0,agua mineral c garrafao 20l
0,0.0,21430.0, agua mineral c garrafao 20l
0,0.0,21430.0, alcool gel 70% 30 ml
0,0.0,21430.0, soda caustica 450g
0,0.0,21430.0, alcool etiico a 92
0,0.0,21430.0,8% 500 ml (96)
0,0.0,21430.0, tinta p carimbo vermelha
0,0.0,21430.0, creolina 900 ml
0,0.0,21430.0, desinfetante  500 ml
0,0.0,21430.0, desinfetante  concetrado 5 litros
0,0.0,21430.0, lustra moveis 200 ml
0,0.0,21430.0, cola liquida branca
0,0.0,21430.0, de 500g
0,0.0,21430.0, multi inseticida aerosol a base de agua 300
0,0.0,21430.0, agua sanitaria 1lt
0,0.0,21430.0, acido muriatico 1000ml
0,0.0,21430.0, fita adesiva transparente 12x30
0,0.0,21430.0, fita adesiva transparente 12x30
0,0.0,21430.0, saco plastico 4 furos 23
0,0.0,21430.0,4x33cm cristal
0,0.0,21430.0, saco plastico 4 furos 23
0,0.0,21430.0,4x33cm cristal
0,0.0,21430.0, balde plastico 20 litros
0,0.0,21430.0, kit balde espremedor doblo 20 litros
0,0.0,21430.0, pa para lixo cabo longo
0,0.0,21430.0, borracha retangular de vinil
0,0.0,21430.0, c cinta
0,0.0,21430.0, borracha retangular de vinil
0,0.0,21430.0, c cinta
0,0.0,21430.0, borracha retangular de vinil
0,0.0,21430.0, c cinta
0,0.0,21430.0, papel verge 180gm 297mm x 210mm branco
0,0.0,21430.0, papel monolucido 80g kraft 66x96mm (papel
0,0.0,21430.0, papel sulfite 75gm2
0,0.0,21430.0,branco
0,0.0,21430.0,tam.a4
0,0.0,21430.0, resma
0,0.0,21430.0, papel sulfite 75gm2
0,0.0,21430.0,branco
0,0.0,21430.0,tam.a4
0,0.0,21430.0, resma
0,0.0,21430.0, papel higienico 200 mt
0,0.0,21430.0, papel toalha interfolhado 700 fls
0,0.0,21430.0, papel toalha interfolhado 700 fls
0,0.0,21430.0, pasta registradora az - le
0,0.0,21430.0, pasta registradora az - le
0,0.0,21430.0, atestado medico bloco c 50 und
0,0.0,21430.0, cartao caderneta de saude pessoa idosa.
0,0.0,21430.0, cartao de consultas exames
0,0.0,21430.0, cartao de consultas exames
0,0.0,21430.0, declaracao de comparecimento bloco c 50
0,0.0,21430.0, declaracao de comparecimento bloco c 50
0,0.0,21430.0, puericultura 1 consulta bloco c 50 und
0,0.0,21430.0, requisicao de exame citopatologico colo
0,0.0,21430.0, ficha de atendimento bloco c 50 und
0,0.0,21430.0, ficha de atendimento individual bloco c 50
0,0.0,21430.0, ficha de atividade coletiva bloco c 50 und
0,0.0,21430.0, ficha de procedimento bloco c 50 und
0,0.0,21430.0, ficha de subsequente bloco c 50 und
0,0.0,21430.0, marcadores de consumo alimentar bloco
0,0.0,21430.0, papel contato - 45cm x 10m
0,0.0,21430.0, fita crepe 25mm x 50m
0,0.0,21430.0, saco plastico para lixo cor preto  60
0,0.0,21430.0, saco plastico para lixo cor preto  60
0,0.0,21430.0, saco plastico para lixo cor preto  60
0,0.0,21430.0, camisa polo ag.c.s clogo pf t.g
0,0.0,21430.0, colete p ag.com corverde t.g
0,0.0,21430.0, colete p ag.com corverde t.m
0,0.0,21430.0, pano de chao
0,0.0,21430.0, bota cano longo tam. 3738
0,0.0,21430.0, bota emb. cano medio tam 3738
0,0.0,21430.0, touca
0,0.0,21430.0, esponja de la de aco(pct c8)
0,0.0,21430.0, pasta sanfonada c31 divisoes
0,0.0,21430.0, placa vidro despolida 15 x 7
0,0.0,21430.0,5cm
0,0.0,21430.0, suporte p papel toalha 2ou3 dobras junior
0,0.0,21430.0, estilete biolivar 15 cm
0,0.0,21430.0, estilete pequeno
0,0.0,21430.0, tentacanulas nr 15 cm
0,0.0,21430.0, extrator de grampo de metal do tipo
0,0.0,21430.0, extrator de grampo de metal do tipo
0,0.0,21430.0, extrator de grampo de metal do tipo
0,0.0,21430.0, consultorio odontologico
0,0.0,21430.0, consultorio odontologico
0,0.0,21430.0, consultorio odontologico
0,0.0,21430.0, consultorio odontologico
0,0.0,21430.0, arcondicionado de ar split 12000 btus
0,0.0,21430.0, gelagua vertical
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, balanca adulta digital
0,0.0,21430.0, balanca adulta digital
0,0.0,21430.0, balanca antropometrica digital infantil
0,0.0,21430.0, balanca digital infantil 25kg
0,0.0,21430.0, balanca eletronica com regua
0,0.0,21430.0, pinca anatomica dente de rato 16cm
0,0.0,21430.0, pinca anatomica disseccao 14 cm
0,0.0,21430.0, pinca pozzi 20cm
0,0.0,21430.0, kit pos. master d580(tec+mou+mon19
0,0.0,21430.0,
0,0.0,21430.0, cuba rim 26x12x6 cm 750 ml
0,0.0,21430.0, pilha alcalina aa
0,0.0,21430.0, pilha alcalina aaa
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, cd - rw regravavel
0,0.0,21430.0, pen drive 32gb
0,0.0,21430.0, monitor led 21
0,0.0,21430.0,5 polegadas
0,0.0,21430.0, trena antropometrica pediatrica
0,0.0,21430.0, detector fetal
0,0.0,21430.0, oftalmoscopio convencional visio 2000-md
0,0.0,21430.0, oftalmoscopio convencional visio 2000-md
0,0.0,21430.0, oftalmoscopio convencional visio 2000-md
0,0.0,21430.0, oftalmoscopio convencional visio 2000-md
0,0.0,21430.0, esfigmomanemetro aneroide adulto
0,0.0,21430.0, mesa auxiliar em aco inox 40x40x80
0,0.0,21430.0, vassoura de pelo com base em
0,0.0,21430.0, vassoura piacava
0,0.0,21430.0, escova oval plastica
0,0.0,21430.0, rodo de borracha
0,0.0,21430.0, rodo de borracha
0,0.0,21430.0, caneta marca texto (laranja)
0,0.0,21430.0, marcador pquadro branco - cor vermelho
0,0.0,21430.0, mocho odontologico
0,0.0,21430.0, mocho odontologico
0,0.0,21430.0, luva latex extra grande-   eg
0,0.0,21430.0, luva latex extra grande-   eg
0,0.0,21430.0, luva latex extra grande-   eg
0,0.0,21430.0,arcondicionado de ar split 12000 btus
0,0.0,21430.0, consultorio odontologico
0,0.0,21430.0, consultorio odontologico
0,0.0,21430.0, consultorio odontologico
0,0.0,21430.0, consultorio odontologico
0,0.0,21430.0, soda caustica 450g
0,0.0,21430.0, creolina 900 ml
0,0.0,21430.0, mesa auxiliar em aco inox 40x40x80
0,0.0,21430.0, kit pos. master d580(tec+mou+mon19
0,0.0,21430.0,
0,0.0,21430.0, oftalmoscopio convencional visio 2000-md
0,0.0,21430.0, requisicao de exame citopatologico colo
0,0.0,21430.0, balanca antropometrica digital infantil
0,0.0,21430.0, saco plastico 4 furos 23
0,0.0,21430.0,4x33cm cristal
0,0.0,21430.0, gelagua vertical
0,0.0,21430.0, balanca eletronica com regua
0,0.0,21430.0, acido muriatico 1000ml
0,0.0,21430.0, balanca adulta digital
0,0.0,21430.0, balanca adulta digital
0,0.0,21430.0, saco plastico 4 furos 23
0,0.0,21430.0,4x33cm cristal
0,0.0,21430.0, pinca anatomica dente de rato 16cm
0,0.0,21430.0, cd - rw regravavel
0,0.0,21430.0, balanca digital infantil 25kg
0,0.0,21430.0, esfigmomanemetro aneroide adulto
0,0.0,21430.0, fita adesiva transparente 12x30
0,0.0,21430.0, mocho odontologico
0,0.0,21430.0, pinca anatomica disseccao 14 cm
0,0.0,21430.0, papel sulfite 75gm2
0,0.0,21430.0,branco
0,0.0,21430.0,tam.a4
0,0.0,21430.0, resma
0,0.0,21430.0, oftalmoscopio convencional visio 2000-md
0,0.0,21430.0, oftalmoscopio convencional visio 2000-md
0,0.0,21430.0, oftalmoscopio convencional visio 2000-md
0,0.0,21430.0, tinta p carimbo vermelha
0,0.0,21430.0, pasta registradora az - le
0,0.0,21430.0, estilete pequeno
0,0.0,21430.0, papel verge 180gm 297mm x 210mm branco
0,0.0,21430.0, detector fetal
0,0.0,21430.0, papel sulfite 75gm2
0,0.0,21430.0,branco
0,0.0,21430.0,tam.a4
0,0.0,21430.0, resma
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, mocho odontologico
0,0.0,21430.0, pasta sanfonada c31 divisoes
0,0.0,21430.0, papel higienico 200 mt
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, declaracao de comparecimento bloco c 50
0,0.0,21430.0, camisa polo ag.c.s clogo pf t.g
0,0.0,21430.0, suporte p papel toalha 2ou3 dobras junior
0,0.0,21430.0, pilha alcalina aaa
0,0.0,21430.0, alcool gel 70% 30 ml
0,0.0,21430.0, monitor led 21
0,0.0,21430.0,5 polegadas
0,0.0,21430.0, extrator de grampo de metal do tipo
0,0.0,21430.0, rodo de borracha
0,0.0,21430.0, vassoura piacava
0,0.0,21430.0, trena antropometrica pediatrica
0,0.0,21430.0, escova oval plastica
0,0.0,21430.0, papel toalha interfolhado 700 fls
0,0.0,21430.0, luva latex extra grande-   eg
0,0.0,21430.0, rodo de borracha
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, armario vitrine
0,0.0,21430.0, papel toalha interfolhado 700 fls
0,0.0,21430.0, pen drive 32gb
0,0.0,21430.0, marcador pquadro branco - cor vermelho
0,0.0,21430.0, desinfetante  concetrado 5 litros
0,0.0,21430.0, colete p ag.com corverde t.g
0,0.0,21430.0, luva latex extra grande-   eg
0,0.0,21430.0, pasta registradora az - le
0,0.0,21430.0, lustra moveis 200 ml
0,0.0,21430.0, cuba rim 26x12x6 cm 750 ml
0,0.0,21430.0, bota cano longo tam. 3738
0,0.0,21430.0, bota emb. cano medio tam 3738
0,0.0,21430.0, kit balde espremedor doblo 20 litros
0,0.0,21430.0, placa vidro despolida 15 x 7
0,0.0,21430.0,5cm
0,0.0,21430.0, pilha alcalina aa
0,0.0,21430.0, tentacanulas nr 15 cm
0,0.0,21430.0, pinca pozzi 20cm
0,0.0,21430.0, papel monolucido 80g kraft 66x96mm (papel
0,0.0,21430.0, cola liquida branca
0,0.0,21430.0, de 500g
0,0.0,21430.0, balde plastico 20 litros
0,0.0,21430.0, colete p ag.com corverde t.m
0,0.0,21430.0, touca
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, lanterna clinica de mao em led para
0,0.0,21430.0, vassoura de pelo com base em
0,0.0,21430.0, luva latex extra grande-   eg
0,0.0,21430.0, ficha de procedimento bloco c 50 und
0,0.0,21430.0, extrator de grampo de metal do tipo
0,0.0,21430.0, papel contato - 45cm x 10m
0,0.0,21430.0, agua sanitaria 1lt
0,0.0,21430.0, borracha retangular de vinil
0,0.0,21430.0, c cinta
0,0.0,21430.0, saco plastico para lixo cor preto  60
0,0.0,21430.0, fita crepe 25mm x 50m
0,0.0,21430.0, agua mineral c garrafao 20l
0,0.0,21430.0, cartao de consultas exames
0,0.0,21430.0, desinfetante  500 ml
0,0.0,21430.0, caneta marca texto (laranja)
0,0.0,21430.0, alcool etiico a 92
0,0.0,21430.0,8% 500 ml (96)
0,0.0,21430.0, extrator de grampo de metal do tipo
0,0.0,21430.0, estilete biolivar 15 cm
0,0.0,21430.0, pa para lixo cabo longo
0,0.0,21430.0, saco plastico para lixo cor preto  60
0,0.0,21430.0, cartao caderneta de saude pessoa idosa.
0,0.0,21430.0, esponja de la de aco(pct c8)
0,0.0,21430.0, borracha retangular de vinil
0,0.0,21430.0, c cinta
0,0.0,21430.0, multi inseticida aerosol a base de agua 300
0,0.0,21430.0, atestado medico bloco c 50 und
0,0.0,21430.0, saco plastico para lixo cor preto  60
0,0.0,21430.0, agua mineral c garrafao 20l
0,0.0,21430.0, borracha retangular de vinil
0,0.0,21430.0, c cinta
0,0.0,21430.0, pano de chao
0,0.0,21430.0, fita adesiva transparente 12x30
0,0.0,21430.0, ficha de subsequente bloco c 50 und
0,0.0,21430.0, marcadores de consumo alimentar bloco
0,0.0,21430.0, declaracao de comparecimento bloco c 50
0,0.0,21430.0, puericultura 1 consulta bloco c 50 und
0,0.0,21430.0, ficha de atividade coletiva bloco c 50 und
0,0.0,21430.0, cartao de consultas exames
0,0.0,21430.0, ficha de atendimento bloco c 50 und
0,0.0,21430.0, ficha de atendimento individual bloco c 50
0,1.0,1261.0,oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1261.0, oleo diesel b s10 comum
0,1.0,1972.0,oleo diesel bs10
0,1.0,1972.0, gasolina comum
0,1.0,1972.0,gasolina comum
0,1.0,1972.0, oleo diesel bs10
0,1.0,1973.0,gasolina comum
0,1.0,1973.0, oleo diesel bs10
0,1.0,874.0,pneu 295/80r22
0,1.0,874.0,5 tl 152148mms a.pros anteo
0,1.0,874.0, eixo nt s-6
0,1.0,874.0, anel sinc. ter
0,1.0,874.0, anel sicro
0,1.0,874.0, engrenagem
